Country,Code,Year,Maize_Yield_Hg_Per_Ha
Saudi Arabia,SAU,2004,38514
Saudi Arabia,SAU,2005,37301
Saudi Arabia,SAU,2006,58203
Saudi Arabia,SAU,2007,56250
Saudi Arabia,SAU,2008,56427
Saudi Arabia,SAU,2009,54742
Saudi Arabia,SAU,2010,53096
Saudi Arabia,SAU,2011,59958
Saudi Arabia,SAU,2012,60135
Saudi Arabia,SAU,2013,61024
Saudi Arabia,SAU,2014,54743
Saudi Arabia,SAU,2015,53094
Saudi Arabia,SAU,2016,59959
Saudi Arabia,SAU,2017,61024
Saudi Arabia,SAU,2018,62300
Slovakia,SVK,1993,46160
Slovakia,SVK,1994,41362
Slovakia,SVK,1995,48957
Slovakia,SVK,1996,57527
Slovakia,SVK,1997,59479
Slovakia,SVK,1998,55056
Slovakia,SVK,1999,59974
Slovakia,SVK,2000,30374
Slovakia,SVK,2001,50235
Slovakia,SVK,2002,53887
Slovakia,SVK,2003,41195
Slovakia,SVK,2004,58337
Slovakia,SVK,2005,69659
Slovakia,SVK,2006,55516
Slovakia,SVK,2007,39675
Slovakia,SVK,2008,81732
Slovakia,SVK,2009,68503
Slovakia,SVK,2010,55306
Slovakia,SVK,2011,71489
Slovakia,SVK,2012,55118
Slovakia,SVK,2013,50704
Slovakia,SVK,2014,83914
Slovakia,SVK,2015,48540
Slovakia,SVK,2016,92537
Slovakia,SVK,2017,56769
Slovakia,SVK,2018,84668
Slovenia,SVN,1993,40210
Slovenia,SVN,1994,63200
Slovenia,SVN,1995,63380
Slovenia,SVN,1996,63000
Slovenia,SVN,1997,74811
Slovenia,SVN,1998,73139
Slovenia,SVN,1999,69368
Slovenia,SVN,2000,58821
Slovenia,SVN,2001,54139
Slovenia,SVN,2002,81574
Slovenia,SVN,2003,50802
Slovenia,SVN,2004,77750
Slovenia,SVN,2005,82883
Slovenia,SVN,2006,69305
Slovenia,SVN,2007,75358
Slovenia,SVN,2008,73207
Slovenia,SVN,2009,78371
Slovenia,SVN,2010,85394
Slovenia,SVN,2011,86856
Slovenia,SVN,2012,70816
Slovenia,SVN,2013,54145
Slovenia,SVN,2014,91462
Slovenia,SVN,2015,89742
Slovenia,SVN,2016,95144
Slovenia,SVN,2017,71083
Slovenia,SVN,2018,94525
Somalia,SOM,1993,9875
Somalia,SOM,1994,4149
Somalia,SOM,1995,8304
Somalia,SOM,1996,6202
Somalia,SOM,1997,7095
Somalia,SOM,1998,5727
Somalia,SOM,1999,7118
Somalia,SOM,2000,14597
Somalia,SOM,2001,14274
Somalia,SOM,2002,14274
Somalia,SOM,2003,13626
Somalia,SOM,2004,10944
Somalia,SOM,2005,11765
Somalia,SOM,2006,10526
Somalia,SOM,2007,11111
Somalia,SOM,2008,11765
Somalia,SOM,2009,15299
Somalia,SOM,2010,15098
Somalia,SOM,2011,17901
Somalia,SOM,2012,17662
Somalia,SOM,2013,12100
Somalia,SOM,2014,6775
Somalia,SOM,2015,5618
Somalia,SOM,2016,5852
Somalia,SOM,2017,6500
Somalia,SOM,2018,14929
South Africa,ZAF,1993,22840
South Africa,ZAF,1994,28481
South Africa,ZAF,1995,13800
South Africa,ZAF,1996,27043
South Africa,ZAF,1997,25195
South Africa,ZAF,1998,21611
South Africa,ZAF,1999,22274
South Africa,ZAF,2000,28492
South Africa,ZAF,2001,24371
South Africa,ZAF,2002,28516
South Africa,ZAF,2003,26582
South Africa,ZAF,2004,30305
South Africa,ZAF,2005,36351
South Africa,ZAF,2006,34122
South Africa,ZAF,2007,27921
South Africa,ZAF,2008,45373
South Africa,ZAF,2009,49640
South Africa,ZAF,2010,46736
South Africa,ZAF,2011,43671
South Africa,ZAF,2012,44905
South Africa,ZAF,2013,42466
South Africa,ZAF,2014,53009
South Africa,ZAF,2015,37526
South Africa,ZAF,2016,39956
South Africa,ZAF,2017,63988
South Africa,ZAF,2018,53949
South Korea,KOR,1993,41844
South Korea,KOR,1994,40882
South Korea,KOR,1995,42452
South Korea,KOR,1996,40299
South Korea,KOR,1997,41126
South Korea,KOR,1998,39823
South Korea,KOR,1999,39403
South Korea,KOR,2000,40616
South Korea,KOR,2001,40272
South Korea,KOR,2002,42218
South Korea,KOR,2003,41402
South Korea,KOR,2004,42604
South Korea,KOR,2005,48412
South Korea,KOR,2006,47305
South Korea,KOR,2007,49180
South Korea,KOR,2008,50544
South Korea,KOR,2009,50225
South Korea,KOR,2010,47874
South Korea,KOR,2011,46522
South Korea,KOR,2012,48944
South Korea,KOR,2013,50591
South Korea,KOR,2014,51776
South Korea,KOR,2015,50953
South Korea,KOR,2016,48529
South Korea,KOR,2017,48154
South Korea,KOR,2018,49478
Spain,ESP,1993,61736
Spain,ESP,1994,68566
Spain,ESP,1995,72459
Spain,ESP,1996,85308
Spain,ESP,1997,91501
Spain,ESP,1998,94731
Spain,ESP,1999,94808
Spain,ESP,2000,92157
Spain,ESP,2001,97208
Spain,ESP,2002,95142
Spain,ESP,2003,90408
Spain,ESP,2004,100691
Spain,ESP,2005,96099
Spain,ESP,2006,97437
Spain,ESP,2007,100027
Spain,ESP,2008,99061
Spain,ESP,2009,100749
Spain,ESP,2010,105553
Spain,ESP,2011,113738
Spain,ESP,2012,109164
Spain,ESP,2013,110445
Spain,ESP,2014,114114
Spain,ESP,2015,114610
Spain,ESP,2016,113270
Spain,ESP,2017,113169
Spain,ESP,2018,119195
Swaziland,SWZ,1993,13785
Swaziland,SWZ,1994,12733
Swaziland,SWZ,1995,22065
Swaziland,SWZ,1996,17766
Swaziland,SWZ,1997,19218
Swaziland,SWZ,1998,19178
Swaziland,SWZ,1999,16456
Swaziland,SWZ,2000,16456
Swaziland,SWZ,2001,14267
Swaziland,SWZ,2002,9962
Swaziland,SWZ,2003,10235
Swaziland,SWZ,2004,12500
Swaziland,SWZ,2005,13210
Swaziland,SWZ,2006,14291
Swaziland,SWZ,2007,5520
Swaziland,SWZ,2008,9943
Swaziland,SWZ,2009,12869
Swaziland,SWZ,2010,12040
Swaziland,SWZ,2011,13452
Swaziland,SWZ,2012,13375
Swaziland,SWZ,2013,13702
Swaziland,SWZ,2014,10004
Swaziland,SWZ,2015,10678
Swaziland,SWZ,2016,11641
Swaziland,SWZ,2017,11650
Swaziland,SWZ,2018,11619
Switzerland,CHE,1993,89050
Switzerland,CHE,1994,87490
Switzerland,CHE,1995,83614
Switzerland,CHE,1996,85748
Switzerland,CHE,1997,92732
Switzerland,CHE,1998,91140
Switzerland,CHE,1999,88852
Switzerland,CHE,2000,96519
Switzerland,CHE,2001,89441
Switzerland,CHE,2002,92168
Switzerland,CHE,2003,42990
Switzerland,CHE,2004,96142
Switzerland,CHE,2005,96497
Switzerland,CHE,2006,84488
Switzerland,CHE,2007,101695
Switzerland,CHE,2008,97027
Switzerland,CHE,2009,104132
Switzerland,CHE,2010,84922
Switzerland,CHE,2011,114447
Switzerland,CHE,2012,108279
Switzerland,CHE,2013,100837
Switzerland,CHE,2014,107554
Switzerland,CHE,2015,89940
Switzerland,CHE,2016,101938
Switzerland,CHE,2017,106934
Switzerland,CHE,2018,97748
Syria,SYR,1993,36157
Syria,SYR,1994,36734
Syria,SYR,1995,35975
Syria,SYR,1996,45195
Syria,SYR,1997,54823
Syria,SYR,1998,51524
Syria,SYR,1999,32721
Syria,SYR,2000,34439
Syria,SYR,2001,38987
Syria,SYR,2002,41921
Syria,SYR,2003,40979
Syria,SYR,2004,37187
Syria,SYR,2005,36778
Syria,SYR,2006,35146
Syria,SYR,2007,35154
Syria,SYR,2008,39676
Syria,SYR,2009,43791
Syria,SYR,2010,35102
Syria,SYR,2011,50478
Syria,SYR,2012,42780
Syria,SYR,2013,36470
Syria,SYR,2014,27246
Syria,SYR,2015,30762
Syria,SYR,2016,38135
Syria,SYR,2017,38101
Syria,SYR,2018,38034
Taiwan,TWN,1993,52840
Taiwan,TWN,1994,51481
Taiwan,TWN,1995,51613
Taiwan,TWN,1996,54109
Taiwan,TWN,1997,54589
Taiwan,TWN,1998,57234
Taiwan,TWN,1999,57725
Taiwan,TWN,2000,59205
Taiwan,TWN,2001,58334
Taiwan,TWN,2002,69641
Taiwan,TWN,2003,68090
Taiwan,TWN,2004,67193
Taiwan,TWN,2005,63108
Taiwan,TWN,2006,65297
Taiwan,TWN,2007,61302
Taiwan,TWN,2008,62163
Taiwan,TWN,2009,64438
Taiwan,TWN,2010,64802
Taiwan,TWN,2011,67732
Taiwan,TWN,2012,63193
Taiwan,TWN,2013,63255
Taiwan,TWN,2014,61396
Taiwan,TWN,2015,59574
Taiwan,TWN,2016,54299
Taiwan,TWN,2017,60998
Taiwan,TWN,2018,60376
Tajikistan,TJK,1993,30455
Tajikistan,TJK,1994,18000
Tajikistan,TJK,1995,19372
Tajikistan,TJK,1996,37520
Tajikistan,TJK,1997,27501
Tajikistan,TJK,1998,29816
Tajikistan,TJK,1999,28100
Tajikistan,TJK,2000,27011
Tajikistan,TJK,2001,29515
Tajikistan,TJK,2002,35117
Tajikistan,TJK,2003,37699
Tajikistan,TJK,2004,46811
Tajikistan,TJK,2005,40471
Tajikistan,TJK,2006,37740
Tajikistan,TJK,2007,40109
Tajikistan,TJK,2008,93985
Tajikistan,TJK,2009,98893
Tajikistan,TJK,2010,120521
Tajikistan,TJK,2011,121228
Tajikistan,TJK,2012,125670
Tajikistan,TJK,2013,124827
Tajikistan,TJK,2014,132809
Tajikistan,TJK,2015,105815
Tajikistan,TJK,2016,123634
Tajikistan,TJK,2017,130776
Tajikistan,TJK,2018,148868
Tanzania,TZA,1993,12512
Tanzania,TZA,1994,12351
Tanzania,TZA,1995,21012
Tanzania,TZA,1996,17861
Tanzania,TZA,1997,11708
Tanzania,TZA,1998,12857
Tanzania,TZA,1999,25283
Tanzania,TZA,2000,19314
Tanzania,TZA,2001,31359
Tanzania,TZA,2002,25657
Tanzania,TZA,2003,7549
Tanzania,TZA,2004,14659
Tanzania,TZA,2005,10071
Tanzania,TZA,2006,13318
Tanzania,TZA,2007,14071
Tanzania,TZA,2008,13667
Tanzania,TZA,2009,11232
Tanzania,TZA,2010,15515
Tanzania,TZA,2011,13203
Tanzania,TZA,2012,12395
Tanzania,TZA,2013,13000
Tanzania,TZA,2014,16250
Tanzania,TZA,2015,15584
Tanzania,TZA,2016,14528
Tanzania,TZA,2017,14533
Tanzania,TZA,2018,14600
Thailand,THA,1993,27333
Thailand,THA,1994,29344
Thailand,THA,1995,32884
Thailand,THA,1996,34478
Thailand,THA,1997,31982
Thailand,THA,1998,33448
Thailand,THA,1999,35526
Thailand,THA,2000,36715
Thailand,THA,2001,37329
Thailand,THA,2002,37145
Thailand,THA,2003,38513
Thailand,THA,2004,38587
Thailand,THA,2005,38161
Thailand,THA,2006,39356
Thailand,THA,2007,39295
Thailand,THA,2008,40748
Thailand,THA,2009,41780
Thailand,THA,2010,41799
Thailand,THA,2011,43297
Thailand,THA,2012,43225
Thailand,THA,2013,42242
Thailand,THA,2014,42454
Thailand,THA,2015,41789
Thailand,THA,2016,42426
Thailand,THA,2017,44823
Thailand,THA,2018,45044
Turkey,TUR,1993,45455
Turkey,TUR,1994,38181
Turkey,TUR,1995,37322
Turkey,TUR,1996,36396
Turkey,TUR,1997,38247
Turkey,TUR,1998,42192
Turkey,TUR,1999,44376
Turkey,TUR,2000,41605
Turkey,TUR,2001,40063
Turkey,TUR,2002,42163
Turkey,TUR,2003,50150
Turkey,TUR,2004,55076
Turkey,TUR,2005,70000
Turkey,TUR,2006,72139
Turkey,TUR,2007,68381
Turkey,TUR,2008,71988
Turkey,TUR,2009,71878
Turkey,TUR,2010,72614
Turkey,TUR,2011,71707
Turkey,TUR,2012,73884
Turkey,TUR,2013,89499
Turkey,TUR,2014,90748
Turkey,TUR,2015,93271
Turkey,TUR,2016,94182
Turkey,TUR,2017,92516
Turkey,TUR,2018,96358
Turkmenistan,TKM,1993,42800
Turkmenistan,TKM,1994,34091
Turkmenistan,TKM,1995,34700
Turkmenistan,TKM,1996,7400
Turkmenistan,TKM,1997,2944
Turkmenistan,TKM,1998,5200
Turkmenistan,TKM,1999,8200
Turkmenistan,TKM,2000,9700
Turkmenistan,TKM,2001,10000
Turkmenistan,TKM,2002,9677
Turkmenistan,TKM,2003,12500
Turkmenistan,TKM,2004,10000
Turkmenistan,TKM,2005,9412
Turkmenistan,TKM,2006,10667
Turkmenistan,TKM,2007,13000
Turkmenistan,TKM,2008,11000
Turkmenistan,TKM,2009,16000
Turkmenistan,TKM,2010,17000
Turkmenistan,TKM,2011,16206
Turkmenistan,TKM,2012,15219
Turkmenistan,TKM,2013,13262
Turkmenistan,TKM,2014,11745
Turkmenistan,TKM,2015,12654
Turkmenistan,TKM,2016,12992
Turkmenistan,TKM,2017,12991
Turkmenistan,TKM,2018,12989
Uganda,UGA,1993,15984
Uganda,UGA,1994,15098
Uganda,UGA,1995,15989
Uganda,UGA,1996,12997
Uganda,UGA,1997,12375
Uganda,UGA,1998,15000
Uganda,UGA,1999,17319
Uganda,UGA,2000,17424
Uganda,UGA,2001,18006
Uganda,UGA,2002,18003
Uganda,UGA,2003,18310
Uganda,UGA,2004,14400
Uganda,UGA,2005,15859
Uganda,UGA,2006,15361
Uganda,UGA,2007,14950
Uganda,UGA,2008,22005
Uganda,UGA,2009,24996
Uganda,UGA,2010,22999
Uganda,UGA,2011,23999
Uganda,UGA,2012,24996
Uganda,UGA,2013,24949
Uganda,UGA,2014,25046
Uganda,UGA,2015,23529
Uganda,UGA,2016,23596
Uganda,UGA,2017,25604
Uganda,UGA,2018,26208
Ukraine,UKR,1993,28445
Ukraine,UKR,1994,23614
Ukraine,UKR,1995,29207
Ukraine,UKR,1996,27365
Ukraine,UKR,1997,32628
Ukraine,UKR,1998,25342
Ukraine,UKR,1999,25220
Ukraine,UKR,2000,30091
Ukraine,UKR,2001,32425
Ukraine,UKR,2002,35167
Ukraine,UKR,2003,34569
Ukraine,UKR,2004,38558
Ukraine,UKR,2005,43185
Ukraine,UKR,2006,37352
Ukraine,UKR,2007,39001
Ukraine,UKR,2008,46911
Ukraine,UKR,2009,50195
Ukraine,UKR,2010,45147
Ukraine,UKR,2011,64446
Ukraine,UKR,2012,47946
Ukraine,UKR,2013,64119
Ukraine,UKR,2014,61589
Ukraine,UKR,2015,57126
Ukraine,UKR,2016,66024
Ukraine,UKR,2017,55056
Ukraine,UKR,2018,78439
United Arab Emirates,ARE,1993,198577
United Arab Emirates,ARE,1994,190244
United Arab Emirates,ARE,1995,190476
United Arab Emirates,ARE,1996,186364
United Arab Emirates,ARE,1997,186667
United Arab Emirates,ARE,1998,204815
United Arab Emirates,ARE,1999,207569
United Arab Emirates,ARE,2000,210335
United Arab Emirates,ARE,2001,213160
United Arab Emirates,ARE,2002,216363
United Arab Emirates,ARE,2003,219576
United Arab Emirates,ARE,2004,222391
United Arab Emirates,ARE,2005,225234
United Arab Emirates,ARE,2006,228061
United Arab Emirates,ARE,2007,268266
United Arab Emirates,ARE,2008,268301
United Arab Emirates,ARE,2009,268249
United Arab Emirates,ARE,2010,185582
United Arab Emirates,ARE,2011,240643
United Arab Emirates,ARE,2012,121122
United Arab Emirates,ARE,2013,367619
United Arab Emirates,ARE,2014,142384
United Arab Emirates,ARE,2015,352913
United Arab Emirates,ARE,2016,333965
United Arab Emirates,ARE,2017,308018
United Arab Emirates,ARE,2018,284664
United States,USA,1993,63210
United States,USA,1994,86996
United States,USA,1995,71228
United States,USA,1996,79773
United States,USA,1997,79521
United States,USA,1998,84382
United States,USA,1999,83977
United States,USA,2000,85911
United States,USA,2001,86733
United States,USA,2002,81180
United States,USA,2003,89246
United States,USA,2004,100637
United States,USA,2005,92852
United States,USA,2006,93577
United States,USA,2007,94585
United States,USA,2008,96209
United States,USA,2009,103181
United States,USA,2010,95757
United States,USA,2011,92146
United States,USA,2012,77270
United States,USA,2013,99256
United States,USA,2014,107326
United States,USA,2015,105723
United States,USA,2016,117433
United States,USA,2017,118754
United States,USA,2018,118639
Uruguay,URY,1993,19631
Uruguay,URY,1994,16279
Uruguay,URY,1995,24528
Uruguay,URY,1996,21712
Uruguay,URY,1997,26444
Uruguay,URY,1998,33715
Uruguay,URY,1999,40894
Uruguay,URY,2000,15296
Uruguay,URY,2001,46643
Uruguay,URY,2002,33552
Uruguay,URY,2003,45855
Uruguay,URY,2004,49640
Uruguay,URY,2005,41419
Uruguay,URY,2006,41837
Uruguay,URY,2007,57541
Uruguay,URY,2008,41526
Uruguay,URY,2009,30834
Uruguay,URY,2010,55115
Uruguay,URY,2011,35377
Uruguay,URY,2012,42615
Uruguay,URY,2013,56309
Uruguay,URY,2014,43059
Uruguay,URY,2015,57711
Uruguay,URY,2016,71364
Uruguay,URY,2017,38625
Uruguay,URY,2018,76262
Uzbekistan,UZB,1993,38410
Uzbekistan,UZB,1994,33978
Uzbekistan,UZB,1995,35066
Uzbekistan,UZB,1996,34386
Uzbekistan,UZB,1997,28186
Uzbekistan,UZB,1998,32493
Uzbekistan,UZB,1999,29560
Uzbekistan,UZB,2000,26545
Uzbekistan,UZB,2001,36512
Uzbekistan,UZB,2002,41909
Uzbekistan,UZB,2003,42161
Uzbekistan,UZB,2004,44917
Uzbekistan,UZB,2005,48867
Uzbekistan,UZB,2006,59162
Uzbekistan,UZB,2007,60643
Uzbekistan,UZB,2008,71455
Uzbekistan,UZB,2009,76678
Uzbekistan,UZB,2010,81837
Uzbekistan,UZB,2011,96819
Uzbekistan,UZB,2012,80357
Uzbekistan,UZB,2013,106190
Uzbekistan,UZB,2014,115626
Uzbekistan,UZB,2015,117842
Uzbekistan,UZB,2016,123607
Uzbekistan,UZB,2017,104078
Uzbekistan,UZB,2018,103776
Venezuela,VEN,1993,26203
Venezuela,VEN,1994,28465
Venezuela,VEN,1995,28100
Venezuela,VEN,1996,28233
Venezuela,VEN,1997,28313
Venezuela,VEN,1998,27697
Venezuela,VEN,1999,31324
Venezuela,VEN,2000,35004
Venezuela,VEN,2001,34486
Venezuela,VEN,2002,31108
Venezuela,VEN,2003,34326
Venezuela,VEN,2004,34501
Venezuela,VEN,2005,32616
Venezuela,VEN,2006,33342
Venezuela,VEN,2007,34724
Venezuela,VEN,2008,33327
Venezuela,VEN,2009,30171
Venezuela,VEN,2010,37455
Venezuela,VEN,2011,34881
Venezuela,VEN,2012,35161
Venezuela,VEN,2013,38327
Venezuela,VEN,2014,38323
Venezuela,VEN,2015,31256
Venezuela,VEN,2016,34079
Venezuela,VEN,2017,30000
Venezuela,VEN,2018,32357
Yemen,YEM,1993,16051
Yemen,YEM,1994,15855
Yemen,YEM,1995,13627
Yemen,YEM,1996,12434
Yemen,YEM,1997,13242
Yemen,YEM,1998,14660
Yemen,YEM,1999,14778
Yemen,YEM,2000,14778
Yemen,YEM,2001,14417
Yemen,YEM,2002,12701
Yemen,YEM,2003,10954
Yemen,YEM,2004,8425
Yemen,YEM,2005,8079
Yemen,YEM,2006,15217
Yemen,YEM,2007,16666
Yemen,YEM,2008,15141
Yemen,YEM,2009,14996
Yemen,YEM,2010,16814
Yemen,YEM,2011,15142
Yemen,YEM,2012,15799
Yemen,YEM,2013,15135
Yemen,YEM,2014,14033
Yemen,YEM,2015,11402
Yemen,YEM,2016,10961
Yemen,YEM,2017,11103
Yemen,YEM,2018,11546
Zambia,ZMB,1993,25228
Zambia,ZMB,1994,15025
Zambia,ZMB,1995,14185
Zambia,ZMB,1996,20864
Zambia,ZMB,1997,14794
Zambia,ZMB,1998,12503
Zambia,ZMB,1999,13759
Zambia,ZMB,2000,17720
Zambia,ZMB,2001,13780
Zambia,ZMB,2002,14097
Zambia,ZMB,2003,17256
Zambia,ZMB,2004,19239
Zambia,ZMB,2005,18594
Zambia,ZMB,2006,18992
Zambia,ZMB,2007,23342
Zambia,ZMB,2008,22442
Zambia,ZMB,2009,20692
Zambia,ZMB,2010,25871
Zambia,ZMB,2011,27414
Zambia,ZMB,2012,26545
Zambia,ZMB,2013,25382
Zambia,ZMB,2014,27802
Zambia,ZMB,2015,30310
Zambia,ZMB,2016,24816
Zambia,ZMB,2017,25151
Zambia,ZMB,2018,22052
Zimbabwe,ZWE,1993,16526
Zimbabwe,ZWE,1994,12133
Zimbabwe,ZWE,1995,5949
Zimbabwe,ZWE,1996,14150
Zimbabwe,ZWE,1997,11043
Zimbabwe,ZWE,1998,10125
Zimbabwe,ZWE,1999,10870
Zimbabwe,ZWE,2000,11795
Zimbabwe,ZWE,2001,12309
Zimbabwe,ZWE,2002,4554
Zimbabwe,ZWE,2003,7829
Zimbabwe,ZWE,2004,12965
Zimbabwe,ZWE,2005,6195
Zimbabwe,ZWE,2006,9772
Zimbabwe,ZWE,2007,8651
Zimbabwe,ZWE,2008,2867
Zimbabwe,ZWE,2009,4642
Zimbabwe,ZWE,2010,8751
Zimbabwe,ZWE,2011,6568
Zimbabwe,ZWE,2012,7912
Zimbabwe,ZWE,2013,7449
Zimbabwe,ZWE,2014,9301
Zimbabwe,ZWE,2015,5803
Zimbabwe,ZWE,2016,4405
Zimbabwe,ZWE,2017,5589
Zimbabwe,ZWE,2018,6131
